precision,recall,threshold
0.9020931612101353,0.9998121536583076,1.904410318331884e-08
0.9021059024590048,0.9998121536583076,1.9120681926665384e-08
0.9021186440677966,0.9998121536583076,1.943082850175415e-08
0.902131386036526,0.9998121536583076,1.9546805063441752e-08
0.9021441283652081,0.9998121536583076,1.962690276968715e-08
0.9021568710538582,0.9998121536583076,1.9721957400520296e-08
0.9021696141024916,0.9998121536583076,1.9764396341770407e-08
0.9021823575111236,0.9998121536583076,1.979891983694415e-08
0.9021951012797694,0.9998121536583076,2.0130549671648623e-08
0.9022078454084443,0.9998121536583076,2.0263023259303736e-08
0.9022205898971635,0.9998121536583076,2.029571000150554e-08
0.9022333347459423,0.9998121536583076,2.0365742869898895e-08
0.9022460799547959,0.9998121536583076,2.037091029194471e-08
0.9022588255237396,0.9998121536583076,2.0503794218029725e-08
0.9022715714527886,0.9998121536583076,2.0573956760472356e-08
0.9022843177419583,0.9998121536583076,2.078557059803643e-08
0.9022829373039867,0.9997964997964998,2.0904368014385e-08
0.902295684113866,0.9997964997964998,2.108118835053574e-08
0.9023084312839059,0.9997964997964998,2.1092608548656244e-08
0.902321178814122,0.9997964997964998,2.1404430228244564e-08
0.9023339267045294,0.9997964997964998,2.141288213408643e-08
0.9023466749551433,0.9997964997964998,2.149533706585771e-08
0.9023594235659791,0.9997964997964998,2.170193269535048e-08
0.9023721725370519,0.9997964997964998,2.1719365861372353e-08
0.9023849218683772,0.9997964997964998,2.1731798582891315e-08
0.9023976715599701,0.9997964997964998,2.2164222457377036e-08
0.9024104216118458,0.9997964997964998,2.2233452412478982e-08
0.9024231720240198,0.9997964997964998,2.2426814183518218e-08
0.9024359227965072,0.9997964997964998,2.2454937464999603e-08
0.9024486739293234,0.9997964997964998,2.2544842437355328e-08
0.9024614254224834,0.9997964997964998,2.2656273301890906e-08
0.9024741772760029,0.9997964997964998,2.287101885656284e-08
0.9024869294898968,0.9997964997964998,2.2909265595671968e-08
0.9024996820641806,0.9997964997964998,2.3179755004321123e-08
0.9025124349988696,0.9997964997964998,2.3217454625523715e-08
0.9025251882939789,0.9997964997964998,2.325321801777136e-08
0.9025379419495237,0.9997964997964998,2.3269144833193423e-08
0.9025506959655196,0.9997964997964998,2.3336928833828097e-08
0.9025634503419818,0.9997964997964998,2.3366323986806492e-08
0.9025762050789254,0.9997964997964998,2.3399371329446694e-08
0.9025889601763658,0.9997964997964998,2.3433226914448824e-08
0.9026017156343183,0.9997964997964998,2.3482218836079483e-08
